YesText#0,"""Yes"""
PeriodNext#0,"""(Avaiwabwe in:$(0))"""
VisiphonMenu_Craft#0,"""Cwaft"""
VisiphonMenu_CraftHint#0,"""<c f0df60>You can search for crafters, view craft details and accept orders.<c>"""
CraftInfo#1,"""Cwaft Infowmation"""
Craft_WorkmanSearch#0,"""Cwaftew Seawch"""
Craft_FriendSearch#0,"""Cwaftew Seawch (Fwiends)"""
Craft_TeamSearch#0,"""Cwaftew Seawch (Team)"""
Craft_Results#0,"""Achievements"""
Craft_Recipe#0,"""View Cwaft Wecipe"""
Craft_Favor#0,"""View Cwaft Wicense"""
Craft_CardWriter#0,"""Check Data Dwive"""
Craft_Craft#0,"""Cwaft"""
Craft_Order#0,"""Pending"""
CraftMenu#0,"""Cwaft Menu"""
MenuCraft#0,"""My Cwafts"""
OrderReceivedListCheck#0,"""Cwafting Wequests"""
SignboardSetup#0,"""Signboawd Settings"""
CraftLearnRecipe#0,"""Weawn Cwaft Wecipe"""
CraftFavorList#0,"""Cwaft Wicense"""
CraftOrderCheck#0,"""Daiwy Cwaft"""
CampaignTopTitle#0,"""Campaign Items"""
CampaignTopMenu1#0,"""Item Weceipt: Account"""
CampaignTopMenu2#0,"""Item Weceipt: Chawactew"""
VisiphonMenu_Gat#0,"""Gathewing"""
VisiphonMenu_GatHint#0,"""<c f0df60>Gathering explanation.<c>"""
Title#11,"""Fwiend Pawtnew Menu"""
Hint#0,"""<c f0df60>Here you can manage your Friend Partner.<c>"""
FP_Entry#0,"""Fwiend Pawtnew Wegistwation"""
FP_List#0,"""Check Fwiend Pawtnew"""
FP_Delete#0,"""Dewete Fwiend Pawtnew"""
FP_EntryHint#0,"""<c f0df60>Register the current character as a Friend Partner. Team accessories will not be shown.<c>"""
FP_ListHint#0,"""<c f0df60>Show info about your current Friend Partner.<c>"""
FP_DeleteHint#0,"""<c f0df60>Delete a registered Friend Partner (you can still re-register them later).<c>"""
FP_DeleteMessage#0,"""Deleting this Friend Partner.<br>Are you sure?"""
FP_ListDisableMessage#0,"""You don't have a wegistewed Fwiend Pawtnew."""
FP_DeletetDisableMessage#0,"""You don't have a wegistewed Fwiend Pawtnew."""
RankingMenuTitle#0,"""Wankings Menu"""
RankingMenuHint#0,"""<c f0df60>Please select the ranking you would like to check.<c>"""
RankingMenuSurprize#0,"""Intewwupt Wankings"""
RankingMenuSurprizeNew#0,"""Watest Wankings"""
RankingMenuSurprizeOld#0,"""Intewwupt Wanking Histowy"""
RankinLabelSurprize01#0,"""$(0)~: Enemy Defeat Wanking"""
RankinLabelSurprize02#0,"""$(0) [$(1)]: Time Attack Wankings"""
RankinLabelSurprize03#0,"""$(0) [$(1)]: Widing Quest"""
RankingMenuWeekly#0,"""Weekwy Wankings"""
RankingMenuWeeklyProgress#0,"""Cuwwent Pwogwess"""
RankingMenuWeeklyNew#0,"""Watest Wankings"""
RankingMenuWeeklyOld#0,"""Pwevious Wankings"""
RankingMenuWeekly01#0,"""Wawe Containew Wankings"""
RankingMenuWeekly02#0,"""Woom Visitow Wankings"""
RankingMenuWeekly03#0,"""Time-Attack Wank (Pawty)"""
RankingMenuWeekly05#0,"""PwayStation®Vita Dedicated Bwock"""
RankingMenuWeekly06#0,"""Time-Attack Wank (Sowo)"""
RankinLabelWeekly01#0,"""Wawe Containew Wankings"""
RankinLabelWeekly02#0,"""Woom Visitow Wankings"""
RankinLabelWeekly03#0,"""Time Attack Wanking"""
RankingMenuGuild#0,"""Team Wankings"""
RankingMenuGuildProgress#0,"""Cuwwent Pwogwess"""
RankingMenuGuildNew#0,"""Watest Wankings"""
RankingMenuGuildOld#0,"""Pwevious Wankings"""
RankingMenuGuild01#0,"""Team Point Wankings"""
RankingMenuGuild02#0,"""Wawe Item Wedeem Wankings"""
RankinLabelGuild01#0,"""Team Point Wankings"""
RankinLabelGuild02#0,"""Wawe Item Wedeem Wankings"""
RankingText01#0,"""Totaw Pewiod"""
RankingText02#0,"""Updates Mondays at 07:00 JST"""
RankingText03#0,"""Totaw Pewiod"""
RankingText04#0,"""Wankings"""
RankingText05#0,"""Chawactew Name / Pwayew ID Name"""
RankingText06#0,"""Wesuwts"""
RankingText07#0,"""Youw Wanking"""
RankingText08#0,"""Wanking Wist"""
RankingText09#0,"""Team Wanking"""
RankingText10#0,"""Team Name"""
RankingText11#0,"""Chawactew Name"""
RankingText12#0,"""Pwayew ID Name"""
RankingTab01#0,"""Ovewaww"""
RankingTab02#0,"""Amongst Fwiends"""
RankingTab03#0,"""Amongst Team Membews"""
RankingTab04#0,"""Ovewaww"""
RankingTab05#0,"""Awound Team"""
RankingTab06#0,"""Awound You"""
RankingPopup#0,"""$(0) times ago"""
RankingSurprizeNewHint#0,"""<c f0df60>These are the newest interrupt rankings.<c>"""
RankingSurprizeOldHint#0,"""<c f0df60>These are past interrupt rankings.<c>"""
RankingWeeklyProgressHint#0,"""<c f0df60>This is the progress of the Weekly Rankings.<c>"""
RankingWeeklyNewHint#0,"""<c f0df60>These are the newest weekly rankings.<c>"""
RankingWeeklyOldHint#0,"""<c f0df60>These are past weekly rankings.<c>"""
RankingGuildProgressHint#0,"""<c f0df60>This is the progress of the Team Rankings.<c>"""
RankingGuildNewHint#0,"""<c f0df60>These are the latest Team Rankings.<c>"""
RankingGuildOldHint#0,"""<c f0df60>These are the previous Team Rankings.<c>"""
RankingNoData#0,"""Thewe is no wanking data fow this wanking"""
RankingRankVita#0,"""Wank $(0)"""
RankingPointVita#0,"""(Wesuwts $(0))"""
RankingNoTeam#0,"""Team does not exist"""
RankingPointString#0,"""$(0)pt"""
RankingError_Title#0,"""Announcement"""
RankingError_Msg#0,"""Ranking data is temporarily<br>unavailable."""
ArksRanking_Title#0,"""AWKS Weague"""
ArksRanking_Rank#0,"""Wank"""
ArksRanking_Reward#0,"""Wewawd"""
ArksRanking_TopTitle#0,"""AWKS Weague Menu"""
ArksRanking_New#0,"""Newest Weague Info"""
ArksRanking_History#0,"""AWKS Weague Wog"""
ArksRanking_Back#0,"""Wetuwn"""
ArksRanking_HistoryNum#0,"""$(0) times ago"""
ArksRanking_WhatsNew#0,"""($(0))"""
ArksRanking_NoRanking#0,"""No wanking data avaiwabwe."""
ArksRanking_NoReward#0,"""No wewawd data avaiwabwe."""
ArksRanking_Com#0,"""Twansmitting"""
ArksRanking_WaitResult#0,"""Wesuwts awe cuwwentwy being tabuwated."""
ArksRanking_NotPlay#0,"""Cuwwentwy not open."""
ArksRanking_NoJoin#0,"""You awe not pawticipating in this weague."""
ArksRanking_NoJoin2#0,"""This weague's pawticipation pewiod has ended."""
ArksRanking_Stop#0,"""Tempowawiwy unavaiwabwe."""
ArksRanking_GetReward#0,"""AWKS Weague Wewawds Obtained"""
ArksRanking_RewardConfirm#0,"""Received the following items as <br>ARKS League rewards."""
ArksRanking_GetReward_Log#0,"""Weceived AWKS Weague wewawd."""
ArksRanking_Title_Enemy#0,"""$(0) Lv.$(1)+: Enemy Defeat Weague"""
ArksRanking_Title_Enemy2#0,"""$(0): Enemy Defeat Weague"""
ArksRanking_Title_Quest#0,"""$(0) [$(1)]: Time Attack Weague"""
ArksRanking_Title_Quest2#0,"""$(0): Time Attack Weague"""
ArksRanking_Title_ItemDrop#0,"""$(0): Item Cowwection Weague"""
ArksRanking_Title_Fishing#0,"""$(0): Fish Size Weague"""
ArksRanking_Title_Meseta#0,"""Meseta Eawning Weague"""
ArksRanking_Title_QuestClear#0,"""$(0): Quest Cweaw Count Weague"""
ArksRanking_Title_Ride_High#0,"""Widing Quest [$(0)]: High Scowe Weague"""
ArksRanking_Title_Ride_Total#0,"""Widing Quest [$(0)]: Totaw Scowe Weague"""
ArksRanking_NoMark#0,"""-"""
ArksRanking_RankData#0,"""Wank $(0)"""
ArksRanking_RankData2#0,"""Wank $(0) ～ Wank $(1)"""
ArksRankingError_Title#0,"""Announcement"""
ArksRankingError_Msg#0,"""ARKS League is temporarily <br>unavailable."""
ArksRankingText01#0,"""Event Pewiod"""
ArksRankingText02#0,"""Wank"""
ArksRankingText03#0,"""Chawactew Name / Pwayew ID Name"""
ArksRankingText04#0,"""Wesuwts"""
ArksRankingText05#0,"""Youw Wanking"""
ArksRankingText06#0,"""Wanking Wist"""
ArksRanking_Float#0,"""$(0). $(1)"""
Gmmessage_Title#0,"""Administwatow Message"""
Gmmessage_AlertTitle#0,"""Administwatow Wawning"""
QuestWarpTitle#0,"""Sewect Destination"""
QuestWarpStart#0,"""Stawt point"""
QuestWarpTelepipe#0,"""Tewepipe"""
QuestWarpMostPopulousChip#0,"""Wocation with most pwayews"""
SynchronizeTitle#0,"""Pawticipating Membews"""
SynchronizeMyParty#0,"""Youw pawty"""
SynchronizeMemberName#0,"""Membew Name"""
SynchronizeStageClear#0,"""Cweawed Stage"""
SynchronizeQuestName#0,"""Quest name"""
SynchronizeBossTitle#0,"""Tewepowtew"""
SynchronizeStartTitle#0,"""Stawt Gate"""
SynchronizeBossMessage#0,"""This teleporter will automatically activate<br>when all members are present. <br><br>Furthermore, the party leader may depart early<br>with those members who have accessed the Teleporter."""
SynchronizeBossMessage_ex#0,"""This teleporter will automatically activate<br>when all members are present."""
SynchronizeStartMessage#0,"""This gate wiww automaticawwy open when aww membews have awwived."""
SynchronizeButtonForward#0,"""Begin tewepowtation"""
SynchronizeButtonRemove#0,"""Weave the Tewepowtew"""
SynchronizeStartButtonRemove#0,"""Weave the gate"""
SynchronizeInaccessible#0,"""Cannot use this Teleporter now.<br><br>It will become usable again<br>after some time has passed."""
SynchronizeTransferStart#0,"""Tewepowtew activated. Beginning tewepowtation."""
SynchronizeMultiBossWakeUp#0,"""Activate the Tewepowtew?"""
SynchronizeMultiBossMessage#0,"""Teleporter activated. <br>In 30 seconds all members in the Teleporter will be transported.<br><br>Stop the Teleporter?"""
SynchronizeMultiBossRemove#0,"""Stop the Tewepowtew"""
SynchronizeMultiBossGoto#0,"""Tewepowtew activated. Pwease head fow the Tewepowtew within 30 seconds."""
SynchronizeMultiBossTrans#0,"""The countdown has ended. Beginning tewepowtation."""
SynchronizeStartOpen#0,"""Aww membews have awwived. The gate wiww open aftew the countdown."""
PaidItemListTitle#0,"""Wequiwed Items"""
PaidErrorTitle#0,"""Insufficient Wequiwed Items"""
PaidErrorInsufficient1#0,"""The fowwowing items awe missing."""
PaidErrorInsufficient2#0,"""Above items are required <br>in order to start this quest."""
PaidErrorBonusGame#0,"""You don't have a vawid key to stawt this quest."""
PaidTitle#0,"""Stawt Gate"""
PaidLeaderMessage#0,"""If the leader pays for all, the<br>quantity displayed in the \""Required Items\""<br>will be necessary.<br><br>Continue?"""
PaidMemberMessage#0,"""Pay the \""Required Items\"" to start <br>the quest. If you fail to complete the quest <br>for any reason, items will not be refunded. Continue?"""
PaidMemberMessage2#0,"""Pay the \""Required Items\"" to start <br>the quest. If you fail to complete the quest <br>for any reason, items will not be refunded. Continue?<br><br>Selected Stage: $(0)"""
PaidBonusGameMessage#0,"""The following item is needed as payment.<br><yellow>$(0)<c><br><br>After the timer is started, <c ff0000>abandoning<br>the quest, disconnections, or quitting<br>the game<c> will result in your <yellow>item<br>being consumed.<c><br>Is this OK?"""
PaidButtonYes#0,"""Confiwm"""
PaidButtonNo#0,"""Cancew"""
PaidButtonCancel#0,"""Cancew"""
PaidButtonChange#0,"""Change method"""
PaidSelectTitle#0,"""Stawt Gate"""
PaidSelectMessage#0,"""To begin the quest, you must either <br>select for individuals to pay or for the <br>leader to pay for everyone. <br><br>If the quest is canceled or connection is <br>lost mid-quest, please be aware that <br>items will not be refunded.<br>Which payment method will you use?"""
PaidSelectTag1#0,"""Weadew pays"""
PaidSelectTag2#0,"""Membews pay"""
PaidWaitTitle#0,"""Stawt Gate"""
PaidLeaderWait#0,"""The leader is ready to pay for all members.<br>Please wait for all party members to be ready."""
PaidMemberWait#0,"""Item payment complete.<br>Please wait for all party members to be ready."""
PaidWaitLeaderDecide#0,"""Please wait for the party leader to <br>select a payment method."""
PaidChangeToast#0,"""Because the payment option was changed, you must westawt the payment pwoceduwe."""
EternalWaitStart#0,"""The stage has been sewected. Pwease wait fow aww pawty membews to be weady."""
EternalWaitSelect#0,"""Pwease wait untiw the pawty weadew has sewected the stage."""
EternalSelectWessage#0,"""Pwease sewect the stage you wouwd wike to pway."""
EternalPlayFloor#0,"""Pway Stage"""
EternalFloorChange#0,"""Change Fwoow"""
PaidLeaderMessage2#0,"""If the leader pays for all, the<br>quantity displayed in the \""Required Items\""<br>will be necessary.<br><br><c ffff00>[Advance Risk Up]<c><br> The leader can pay additional Advance Capsules<br>  to raise the Advance Risk. Raising the risk will<br>  strengthen enemies and increase the appearance<br>  rate of rare bosses and infected enemies.<br><br>  This quest requires $(1) $(0)<br>  to raise the Advance Risk by 1."""
PaidMemberMessage3#0,"""The \""Required Items\"" must be paid to start<br>the quest. If the quest is abandoned or you disconnect,<br>these items will not be returned.<br><br><br><c ffff00>[Advance Risk Up]<c><br>  The leader can pay additional Advance Capsules<br>  to raise the Advance Risk. Raising the risk will<br>  strengthen enemies and increase the appearance<br>  rate of rare bosses and infected enemies.<br><br>  This quest requires $(1) $(0)<br>  to raise the Advance Risk by 1."""
AdvanceRiskMessage#0,"""Advance Risk will be increased by<br>adding $(2) $(0).<br>Continue?<br><br><c ffff00>※Each character has a maximum Advance Risk<br> which cannot be exceeded.<br>\u3000If the leader is changed after a quest is accepted,<br> it may be possible for the difference between a<br>\u3000quest and character's Advance Risk to take effect.<c><br><br>(Current $(1): $(3))"""
PaidSelectMessage2#0,"""In order to begin the quest,<br>each member must pay the [Required Items] or<br>the leader can cover the cost for everyone.<br><br>Please note that these items will not be returned<br>if the quest is cancelled or you disconnect.<br><br>How would you like to pay?<br><br><c ffff00>After deciding your method of payment,<br>additional [Required Items] can be added to increase<br>the party leader's Advance Risk.<br><br>This payment can be made only by<br>the party leader.<c>"""
AdvanceRiskTitle1#0,"""Advance Wisk Up"""
AdvanceRiskTitle2#0,"""Advance Wisk Up"""
AdvanceRiskTitle3#0,"""Additionaw Advance Capsuwe"""
AdvanceRiskTitle4#0,"""Pwus"""
AdvanceRiskTitle5#0,"""Quest Advance Wisk Up"""
AdvanceRiskTitle6#0,"""Wisk Up"""
AdvanceRiskTitle7#0,"""<c ffff00>[Start Advance Risk]<c>"""
AdvanceRiskTitle8#0,"""Cuwwent"""
AdvanceRiskTitle9#0,"""Additionaw"""
AdvanceRiskTitle10#0,"""Totaw"""
AdvanceRiskTitle11#0,"""<c ffff00>[Consumed Advance Capsules]<c>"""
AdvanceRiskDisp#0,"""Advance Wisk: $(0)"""
AdvanceRiskReset#0,"""Wisk bonus has weset due to a change in payment method."""
BootupLandingCraft#0,"""Begin pursuit of the [Profound Darkness]?<br><yellow>※Cannot be canceled once initiated.<c>"""
PaidLeaderMessageWarning#0,"""If the leader pays all at once,<br>they must have the quantity displayed<br>by [Required Items].<br><br><yellow>※Some members have not reached stage $(0).<br>Last stage reached will not be updated.<c><br><br>Continue?"""
PaidMemberMessage4#0,"""The [Required Items] must be paid to start<br>the quest. If the quest is abandoned or you disconnect,<br>these items will not be returned. Continue?<br><br>Stage Choice: $(0)<br>Last Stage Reached: $(1)"""
PaidMemberMessage4Warning#0,"""The [Required Items] must be paid to start<br>the quest. If the quest is abandoned or you disconnect,<br>these items will not be returned. Continue?<br><br>Stage Choice: $(0)<br>Last Stage Reached: <yellow>$(1)<br><br>※Because your selected stage does not<br>match the last stage you completed, even if you clear it, your stage will not change.<c>"""
PaidMemberMessage4Warning2#0,"""The [Required Items] must be paid to start<br>the quest. If the quest is abandoned or you disconnect,<br>these items will not be returned. Continue?<br><br>Selected Stage: $(0)<br>Last Stage Reached: <yellow>-<br><br>※Because your selected stage does not<br>match the last stage you completed, even if you clear it, your stage will not change.<c>"""
MaxFloorWarning#0,"""Couwd not acquiwe youw pwogwess."""
MemberMaxFloorWarning#0,"""Couwd not acquiwe membew pwogwess."""
SelectFloorWarning#0,"""You do not meet the wequiwements. Weached stage wiww not change."""
PhantomShipMultiBossGoto#0,"""AIS boawding equipment activated. Pwease head to the AIS hangaw within 30 seconds."""
PhantomShipBootup#0,"""Activate AIS boawding equipment?"""
PhantomShipMultiBossMessage#0,"""AIS boarding equipment activated.<br>After 30 seconds, party members in the hangar will board their AIS.<br><br>Deactivate AIS boarding equipment?"""
PhantomShipMultiBossRemove#0,"""Deactivate AIS boawding equipment"""
PhantomShipMultiBossStart#0,"""Pwepawations compwete. Engage."""
DKMultiBossGoto#0,"""Entwy point activated. Pwease head towawd the entwy point within 30 seconds."""
DKMultiBossWakeUp#0,"""Investigate entwy point?"""
DKMultiBossMessage#0,"""Party members will be transported after 30 seconds.<br><br>Leave entry point?"""
DKMultiBossRemove#0,"""Weave entwy point."""
DKMultiBossTrans#0,"""The countdown has ended. Beginning tewepowtation."""
DKInaccessible#0,"""Activation faiwed."""
SynchronizeBossTitleDK#0,"""Entwy Point"""
SynchronizeBossMessageDK#0,"""Transport device will automatically activate once all party members are present.<br><br>Furthermore, the party leader can<br>depart ahead of everyone else<br>only when other members are accessing the device."""
SynchronizeButtonForwardDK#0,"""Begin tewepowtation"""
SynchronizeButtonRemoveDK#0,"""Weave entwy point."""
SynchronizeTransferStartDK#0,"""Activate Twanspowt"""
DPP1MultiBossGoto#0,"""Widewoid depwoyment device activated. Pwease head to the woading dock in the next 30 seconds."""
DPP1Bootup#0,"""Activate Widewoid depwoyment device?"""
DPP1MultiBossMessage#0,"""Rideroid deployment device activated.<br>After 30 seconds, surrounding members will depart.<br><br>Deactivate Rideroid deployment device?"""
DPP1MultiBossRemove#0,"""Deactivate Widewoid depwoyment device"""
DPP1MultiBossStart#0,"""Battwe pwepawations compwete. Widewoids depwoyed."""
DEMultiBossGoto#0,"""Staiwway activating. Head to the staiwway in the next 30 seconds."""
DEBootup#0,"""Activate the staiwway?"""
DEMultiBossMessage#0,"""Stairway activated.<br>After 30 seconds, all members within the area will head into battle.<br><br>Pause stairway activation?"""
DEMultiBossRemove#0,"""Pause staiwway activation."""
DEMultiBossStart#0,"""Staiwway activation compwete. You may now depawt."""
BasnetGoto#0,"""Pwepawations compwete. Head to the camp within 30 seconds"""
BasnetBootup#0,"""Ready for departure?<br>※You need at least $(0) members (Currently: $(1))"""
BasnetBootupUnlimited#0,"""Weady fow depawtuwe? (Membews count: $(0))"""
BasnetBootupSkit#0,"""出陣しますか？"""
BasnetMessage#0,"""Departure preparations completed.<br>In 30 seconds, the $(0) members will be sent<br>to the battlefield."""
BasnetMessageSkit#0,"""Countdown stawted. Depawting in 30 seconds."""
BasnetRemove#0,"""Cancew The Depawtuwe"""
BasnetStart#0,"""Depawting"""
BasnetFailed1#0,"""Can't leave the camp.<br>※You need at least $(0) more member(s)."""
BasnetFailed2#0,"""Can't leave the camp.<br>※Some of your members are still in the Lobby."""
BasnetTitle#0,"""Head To The Battwefiewd"""
RDMultiBossGoto#0,"""Twansfew has stawted. Pwease head towawds the twansfew point within 30 seconds."""
RDBootup#0,"""Stawt the twansfew?"""
RDMultiBossMessage#0,"""This will begin the countdown. Transfer will begin after 30 seconds.<br><br>Do you wish to proceed?"""
RDMultiBossRemove#0,"""Stop Twansfew"""
RDMultiBossStart#0,"""Twansfew stawted. Battwe stawt."""
OmegaBossMessage#0,"""Transfer will begin once all members of the party are present.<br><br>Only the party leader may start in advance without others present."""
OmegaBossMessage_ex#0,"""Transfer will begin once all members<br>of the party are present."""
OmegaButtonForward#0,"""Stawt Twansfew"""
OmegaButtonRemove#0,"""Stop Twansfew"""
OmegaInaccessible#0,"""Transfer is currently unavailable.<br><br>You'll be able to transfer again after a brief period of time."""
OmegaTransferStart#0,"""Countdown ended. Stawting twansfew."""
OmegaMultiBossWakeUp#0,"""Stawt Twansfew?"""
OmegaMultiBossMessage#0,"""This will start a countdown. Transfer will begin after 30 seconds.<br><br>Do you wish to proceed?"""
OmegaMultiBossRemove#0,"""Cancew Twansfew"""
OmegaMultiBossGoto#0,"""Countdown stawted. Pwease pwoceed to the wawp within 30 seconds."""
OmegaMultiBossTrans#0,"""Countdown ended. Stawting twansfew."""
Area_0#0,"""$(0)'s Mini Woom"""
Area_1#0,"""$(0)'s Woom (A)"""
Area_2#0,"""$(0)'s Woom (B)"""
MyRoom_Error_UserFull#0,"""Could not enter the selected Room,<br>as it is full."""
"MyRoom_Error_NotFound,#0","""The requested Room could not be found.<br><br>[No.1042］"""
"MyRoom_Error_BlackList,#0","""Couwd not entew the Woom, as its ownew is on youw Bwackwist."""
"MyRoom_Error_Denied,#0","""Could not enter the selected Room.<br><br>[No.1043］"""
"MyRoom_Error_Unknown,#0","""An error occurred during entry. Could not enter the selected Room.<br><br>[No.1044］"""
MyRoom_Error_Exception#0,"""Could not enter the selected Room,<br>as a problem occurred upon entry.<br><br>[No.1045]"""
Area#1,"""$(0)'s Team Woom"""
GuildRoom_Error_UserFull#0,"""You couwd not entew the sewected team woom because it is fuww."""
"GuildRoom_Error_NotFound,#0","""The requested Team Room could not be found.<br><br>[No.1052］"""
"GuildRoom_Error_BlackList,#0","""Couwd not entew the sewected Team Woom, as its ownew is on youw Bwackwist."""
"GuildRoom_Error_Denied,#0","""Could not enter the selected Team Room.<br><br>[No.1053］"""
"GuildRoom_Error_Unknown,#0","""An error occurred during entry. Could not enter the selected Team Room.<br><br>[No.1054］"""
GuildRoom_Error_Exception#0,"""An error prevented you from entering the selected Team Room.<br><br>[No.1045]"""
TeamBoost_MainForm_Title#0,"""Photon Twee"""
TeamBoost_MainForm_Item_Effect#0,"""Obtain Suppowt Photon Effect"""
TeamBoost_MainForm_Item_Treat#0,"""Add Photon Watew"""
TeamBoost_MainForm_Item_Grow#0,"""Gwow Twee"""
TeamBoost_MainForm_Item_GrowCheck#0,"""Confiwm Twee Gwowth"""
TeamBoost_MainForm_Item_EffectCheck#0,"""Check Suppowt Photons"""
TeamBoost_EffectForm_Title#0,"""Sewect Effect"""
TeamBoost_EffectForm_Tag_Name#0,"""Effect Name"""
TeamBoost_EffectForm_Tag_Effect#0,"""Effect"""
TeamBoost_EffectForm_Percentage#0,"""$(0)%"""
TeamBoost_EffectForm_Time#0,"""$(0) houws"""
TeamBoost_EffectForm_PercentageLV#0,"""Lv.$(1)($(0)% Up)"""
TeamBoost_EffectForm_TimeLV#0,"""Lv.$(1)($(0) houws)"""
TeamBoost_EffectForm_AttackUp#0,"""Attack Boost"""
TeamBoost_EffectForm_DefenceUp#0,"""Defense Boost"""
TeamBoost_EffectForm_ExpUp#0,"""Expewience Up"""
TeamBoost_EffectForm_MesetaUp#0,"""Meseta Dwop Amount Up"""
TeamBoost_EffectForm_RareDropUp#0,"""Wawe Dwopwate Boost"""
TeamBoost_EffectForm_BoostUp#0,"""Photon Occuwwence Wate"""
TeamBoost_EffectForm_ContinueTime#0,"""Photon Occuwwence Duwation"""
TeamBoost_EffectMessage#0,"""Effect [$(0)] gwanted."""
TeamBoost_TreatForm_Title#0,"""Add Photon Watew"""
TeamBoost_TreatForm_Tag_Value#0,"""Amount"""
TeamBoost_TreatForm_Tag_Point#0,"""Team Point Cost"""
TeamBoost_TreatForm_Water_Full#0,"""To the Bwim!"""
TeamBoost_TreatForm_Water_High#0,"""Ampwy"""
TeamBoost_TreatForm_Water_Medium#0,"""Modewatewy"""
TeamBoost_TreatForm_Water_Low#0,"""Spawingwy"""
TeamBoost_TreatForm_Water_Min#0,"""A Few Dwops"""
TeamBoost_TreatForm_Water_Full_Message#0,"""You will spend $(1) TP to fill to <br>the brim with Photon Water. <br>(Current points :$(0) TP)<br>Continue?"""
TeamBoost_TreatForm_Water_High_Message#0,"""You will spend $(1) TP to add an <br>ample amount of Photon Water. <br>(Current points :$(0) TP)<br>Continue?"""
TeamBoost_TreatForm_Water_Medium_Message#0,"""You will spend $(1) TP to add a <br>moderate amount of Photon Water. <br>(Current points :$(0) TP)<br>Continue?"""
TeamBoost_TreatForm_Water_Low_Message#0,"""You will spend $(1) TP to add a <br>sparing amount of Photon Water. <br>(Current points :$(0) TP)<br>Is this okay?"""
TeamBoost_TreatForm_Water_Min_Message#0,"""You will spend $(1) TP to add a <br>a few drops of Photon Water. <br>(Current points :$(0) TP)<br>Continue?"""
TeamBoost_TreatForm_Water_Message#0,"""Give Photon Watew $(0)"""
TeamBoost_GrowForm_Title#0,"""Choose Gwowth Effect"""
TeamBoost_GrowForm_Tag_Name#0,"""Effect Name"""
TeamBoost_GrowForm_Tag_Grow#0,"""Effect Up"""
TeamBoost_GrowForm_Tag_TeamPoint#0,"""Team Point Cost"""
TeamBoost_GrowForm_PercentageLV#0,"""Lv. $(1)($(0)%)"""
TeamBoost_GrowForm_TimeLV#0,"""Lv. $(1)($(0) houws)"""
TeamBoost_GrowForm_Grow_Check_Message#0,"""You will spend $(2) TP to <br>level up $(0).<br>(Current points: $(1) TP)<br>Continue?"""
TeamBoost_GrowForm_Grow_Message#0,"""Photon Twee's $(0) has impwuvd."""
TeamBoost_Error_Unknown#0,"""An error has occurred, so your <br>selection was cancelled. <br>Please wait a few moments and try again.<br><br>[No. 1049]"""
TeamBoost_Error_NotMember#0,"""You must be a member of the team <br>to use this feature. <br>Please confirm your team affiliation."""
TeamBoost_Error_NoPrivilege#0,"""Your rank must be Manager or higher <br>to use this feature. <br>Please confirm your current team rank."""
TeamBoost_Error_LevelMismatch#0,"""Other team members may have <br>raised the selected item's level.<br>Please check its current level."""
TeamBoost_Error_Water_Max#0,"""This will exceed the photon water limit.<br><br>Please check the Photon Tree's status, <br>a teammate may have already <br>given it Photon Water."""
TeamBoost_Error_NotEnough#0,"""Insufficient Team Points. <br>Please check Team Points."""
TeamBoost_Error_PortError#0,"""An error has occurred, so your <br>selection was cancelled. <br>Please wait a while and try again.<br><br>[No. 1050]"""
TeamBoost_Error_DontHave#0,"""Selected Support Photon effect unavailable.<br>Please confirm your Support Photon effects."""
TeamBoost_Error_NotHappen#0,"""Cannot activate Support Photon effect.<br>Please confirm your active Support Photon effects."""
TeamBoost_Error_Unexpected#0,"""An error has occurred, so your <br>selection was cancelled. <br>Please wait a while and try again.<br><br>[No. 1051]"""
TeamBoost_end#0,"""Suppowt Photon effect has expiwed."""
Msg_Accept#0,"""-"""
CharaSelectFormTitle#0,"""Accepted Cwient Owdews"""
SelectAllAccepted#0,"""Evewyone's Cwient Owdews"""
SelectDailyAccepted#0,"""Daiwy Owdews"""
SelectGuildAccepted#0,"""Team Owdews"""
OrderSelectTitle#0,"""Sewect Cwient Owdew"""
OrderNone#0,"""Thewe awe no cwient owdews"""
SortAsDefault#0,"""Defauwt Sowt"""
SortAsAccept#0,"""Accepted Owdews"""
SortAsNew#0,"""Unaccepted Owdews"""
SortAsClear#0,"""Compweted Owdews"""
FilterAll#0,"""$(0). Show Aww"""
FilterForest#0,"""$(0). Fowest"""
FilterLaveCave#0,"""$(0). Vowcanic Cavewns"""
FilterDesert#0,"""$(0). Desewt"""
FilterSnowMountain#0,"""$(0). Tundwa"""
FilterTunnel#0,"""$(0). Tunnews"""
FilterFly#0,"""$(0). Skyscape"""
FilterRuins#0,"""$(0). Wuins"""
FilterDragon#0,"""$(0). Sanctum"""
FilterCity#0,"""$(0). Uwban"""
FilterOther#0,"""$(0). Othew"""
FilterCity_vitacbt#0,"""$(0). Uwban"""
FilterOther_vitacbt#0,"""$(0). Othew"""
FilterCoast#0,"""$(0). Coast"""
FilterMine#0,"""$(0). Quawwy"""
FilterSeafloor#0,"""$(0). Seabed"""
FilterCastleTown#0,"""$(0). Shiwonia"""
FilterWopal3#0,"""$(0). Faciwity"""
FilterCastleTown2#0,"""$(0). Kuwon"""
FilterTokyo#0,"""$(0). Tokyo"""
FilterLasVegas#0,"""$(0). Was Vegas"""
