MenuTitle#0,"""Twade Shop"""
item_FuryStanceUp_5#1,"""Boosts the effect of<br>Fury Stance by 8%."""
item_FuryStanceUpHuey_1#1,"""Boosts the effect of<br>Fury Stance by 5%."""
item_FuryStanceUpHuey_2#1,"""Boosts the effect of<br>Fury Stance by 6%."""
item_FuryStanceUpHuey_3#1,"""Boosts the effect of<br>Fury Stance by 7%."""
item_FuryStanceUpHuey_4#1,"""Boosts the effect of<br>Fury Stance by 8%."""
item_FuryStanceUpHuey_5#1,"""Boosts the effect of<br>Fury Stance by 9%."""
item_FuryStanceCritical_1#1,"""Critical hit rate<br>during Fury Stance<br>increased by 18%."""
item_FuryStanceCritical_2#1,"""Critical hit rate<br>during Fury Stance<br>increased by 19%."""
item_FuryStanceCritical_3#1,"""Critical hit rate<br>during Fury Stance<br>increased by 20%."""
item_FuryStanceCritical_4#1,"""Critical hit rate<br>during Fury Stance<br>increased by 21%."""
item_FuryStanceCritical_5#1,"""Critical hit rate<br>during Fury Stance<br>increased by 22%."""
item_JustAttackBonus_1#1,"""Boosts the effect of<br>Just Attack by 3%."""
item_JustAttackBonus_2#1,"""Boosts the effect of<br>Just Attack by 4%."""
item_JustAttackBonus_3#1,"""Boosts the effect of<br>Just Attack by 5%."""
item_JustAttackBonus_4#1,"""Boosts the effect of<br>Just Attack by 7%."""
item_JustAttackBonus_5#1,"""Boosts the effect of<br>Just Attack by 10%."""
item_BraveStanceUp_1#1,"""Frontal attack power<br>during Brave Stance<br>increased by 10%."""
item_BraveStanceUp_2#1,"""Frontal attack power<br>during Brave Stance<br>increased by 12%."""
item_BraveStanceUp_3#1,"""Frontal attack power<br>during Brave Stance<br>increased by 14%."""
item_BraveStanceUp_4#1,"""Frontal attack power<br>during Brave Stance<br>increased by 16%."""
item_BraveStanceUp_5#1,"""Frontal attack power<br>during Brave Stance<br>increased by 18%."""
item_BraveStanceUp2_1#1,"""Frontal attack power<br>during Brave Stance<br>increased by 4%."""
item_BraveStanceUp2_2#1,"""Frontal attack power<br>during Brave Stance<br>increased by 5%."""
item_BraveStanceUp2_3#1,"""Frontal attack power<br>during Brave Stance<br>increased by 6%."""
item_BraveStanceUp2_4#1,"""Frontal attack power<br>during Brave Stance<br>increased by 7%."""
item_BraveStanceUp2_5#1,"""Frontal attack power<br>during Brave Stance<br>increased by 8%."""
item_BraveStanceUp3_1#1,"""Frontal attack power<br>during Brave Stance<br>increased by 18%."""
item_BraveStanceUp3_2#1,"""Frontal attack power<br>during Brave Stance<br>increased by 20%."""
item_BraveStanceUp3_3#1,"""Frontal attack power<br>during Brave Stance<br>increased by 23%."""
item_BraveStanceUp3_4#1,"""Frontal attack power<br>during Brave Stance<br>increased by 25%."""
item_BraveStanceUp3_5#1,"""Frontal attack power<br>during Brave Stance<br>increased by 28%."""
item_BraveCritical1_1#1,"""Frontal critical hit rate<br>during Brave Stance<br>increased by 10%."""
item_BraveCritical1_2#1,"""Frontal critical hit rate<br>during Brave Stance<br>increased by 12%."""
item_BraveCritical1_3#1,"""Frontal critical hit rate<br>during Brave Stance<br>increased by 14%."""
item_BraveCritical1_4#1,"""Frontal critical hit rate<br>during Brave Stance<br>increased by 16%."""
item_BraveCritical1_5#1,"""Frontal critical hit rate<br>during Brave Stance<br>increased by 20%."""
item_BraveCritical2_1#1,"""Frontal critical hit rate<br>during Brave Stance<br>increased by 18%."""
item_BraveCritical2_2#1,"""Frontal critical hit rate<br>during Brave Stance<br>increased by 19%."""
item_BraveCritical2_3#1,"""Frontal critical hit rate<br>during Brave Stance<br>increased by 20%."""
item_BraveCritical2_4#1,"""Frontal critical hit rate<br>during Brave Stance<br>increased by 21%."""
item_BraveCritical2_5#1,"""Frontal critical hit rate<br>during Brave Stance<br>increased by 22%."""
item_AbnormalAdvance_1#1,"""Boosts damage against<br>enemies suffering from<br>a status effect by 17%."""
item_AbnormalAdvance_2#1,"""Boosts damage against<br>enemies suffering from<br>a status effect by 19%."""
item_AbnormalAdvance_3#1,"""Boosts damage against<br>enemies suffering from<br>a status effect by 21%."""
item_AbnormalAdvance_4#1,"""Boosts damage against<br>enemies suffering from<br>a status effect by 23%."""
item_AbnormalAdvance_5#1,"""Boosts damage against<br>enemies suffering from<br>a status effect by 25%."""
item_AbnormalBind_1#1,"""22% chance of Binding<br>an enemy suffering<br>from a status effect."""
item_AbnormalBind_2#1,"""24% chance of Binding<br>an enemy suffering<br>from a status effect."""
item_AbnormalBind_3#1,"""26% chance of Binding<br>an enemy suffering<br>from a status effect."""
item_AbnormalBind_4#1,"""28% chance of Binding<br>an enemy suffering<br>from a status effect."""
item_AbnormalBind_5#1,"""30% chance of Binding<br>an enemy suffering<br>from a status effect."""
item_WiseStanceUp_1#1,"""Rear attack power<br>during Wise Stance<br>increased by 8%."""
item_WiseStanceUp_2#1,"""Rear attack power<br>during Wise Stance<br>increased by 10%."""
item_WiseStanceUp_3#1,"""Rear attack power<br>during Wise Stance<br>increased by 12%."""
item_WiseStanceUp_4#1,"""Rear attack power<br>during Wise Stance<br>increased by 14%."""
item_WiseStanceUp_5#1,"""Rear attack power<br>during Wise Stance<br>increased by 18%."""
item_WiseCritical_1#0,"""Rear critical hit rate<br>during Wise Stance<br>increased by 14%."""
item_WiseCritical_2#0,"""Rear critical hit rate<br>during Wise Stance<br>increased by 16%."""
item_WiseCritical_3#0,"""Rear critical hit rate<br>during Wise Stance<br>increased by 18%."""
item_WiseCritical_4#0,"""Rear critical hit rate<br>during Wise Stance<br>increased by 20%."""
item_WiseCritical_5#0,"""Rear critical hit rate<br>during Wise Stance<br>increased by 24%."""
item_HalflineSlayer_1#1,"""Increases damage<br>when below half HP."""
item_HalflineSlayer_2#1,"""Increases damage<br>when below half HP."""
item_HalflineSlayer_3#1,"""Increases damage<br>when below half HP."""
item_HalflineSlayer_4#1,"""Increases damage<br>when below half HP."""
item_HalflineSlayer_5#1,"""Increases damage<br>when below half HP."""
item_DeadlineSlayer_1#1,"""Increases damage<br>when below 1/4 HP."""
item_DeadlineSlayer_2#1,"""Increases damage<br>when below 1/4 HP."""
item_DeadlineSlayer_3#1,"""Increases damage<br>when below 1/4 HP."""
item_DeadlineSlayer_4#1,"""Increases damage<br>when below 1/4 HP."""
item_DeadlineSlayer_5#1,"""Increases damage<br>when below 1/4 HP."""
item_DeadlineSlayer2_1#1,"""Increases damage<br>by 14% when below<br>1/4 HP."""
item_DeadlineSlayer2_2#1,"""Increases damage<br>by 15% when below<br>1/4 HP."""
item_DeadlineSlayer2_3#1,"""Increases damage<br>by 17% when below<br>1/4 HP."""
item_DeadlineSlayer2_4#1,"""Increases damage<br>by 20% when below<br>1/4 HP."""
item_DeadlineSlayer2_5#1,"""Increases damage<br>by 30% when below<br>1/4 HP."""
item_WeakSnipeBonus_1#1,"""Boosts weak point<br>damage from ranged<br>attacks by 6%."""
item_WeakSnipeBonus_2#1,"""Boosts weak point<br>damage from ranged<br>attacks by 7%."""
item_WeakSnipeBonus_3#1,"""Boosts weak point<br>damage from ranged<br>attacks by 9%."""
item_WeakSnipeBonus_4#1,"""Boosts weak point<br>damage from ranged<br>attacks by 11%."""
item_WeakSnipeBonus_5#1,"""Boosts weak point<br>damage from ranged<br>attacks by 13%."""
item_WeakSnipeBonus2_1#1,"""Boosts weak point<br>damage from ranged<br>attacks by 7%."""
item_WeakSnipeBonus2_2#1,"""Boosts weak point<br>damage from ranged<br>attacks by 9%."""
item_WeakSnipeBonus2_3#1,"""Boosts weak point<br>damage from ranged<br>attacks by 11%."""
item_WeakSnipeBonus2_4#1,"""Boosts weak point<br>damage from ranged<br>attacks by 13%."""
item_WeakSnipeBonus2_5#1,"""Boosts weak point<br>damage from ranged<br>attacks by 15%."""
item_WeakSnipeBonus3_1#1,"""Boosts weak point<br>damage from ranged<br>attacks by 6%."""
item_WeakSnipeBonus3_2#1,"""Boosts weak point<br>damage from ranged<br>attacks by 7%."""
item_WeakSnipeBonus3_3#1,"""Boosts weak point<br>damage from ranged<br>attacks by 9%."""
item_WeakSnipeBonus3_4#1,"""Boosts weak point<br>damage from ranged<br>attacks by 11%."""
item_WeakSnipeBonus3_5#1,"""Boosts weak point<br>damage from ranged<br>attacks by 13%."""
item_StandUpSnipe_1#1,"""Boosts damage by 7%<br>when firing while<br>standing still."""
item_StandUpSnipe_2#1,"""Boosts damage by 9%<br>when firing while<br>standing still."""
item_StandUpSnipe_3#1,"""Boosts damage by 11%<br>when firing while<br>standing still."""
item_StandUpSnipe_4#1,"""Boosts damage by 13%<br>when firing while<br>standing still."""
item_StandUpSnipe_5#1,"""Boosts damage by 15%<br>when firing while<br>standing still."""
item_ToolMastery_1#1,"""Boosts the effects of<br>tools by 20%."""
item_ToolMastery_2#1,"""Boosts the effects of<br>tools by 23%."""
item_ToolMastery_3#1,"""Boosts the effects of<br>tools by 26%."""
item_ToolMastery_4#1,"""Boosts the effects of<br>tools by 29%."""
item_ToolMastery_5#1,"""Boosts the effects of<br>tools by 32%."""
item_TrapPoizonCustom_1#1,"""Boosts the effect of<br>Poison Trap by<br>20%."""
item_TrapPoizonCustom_2#1,"""Boosts the effect of<br>Poison Trap by<br>23%."""
item_TrapPoizonCustom_3#1,"""Boosts the effect of<br>Poison Trap by<br>26%."""
item_TrapPoizonCustom_4#1,"""Boosts the effect of<br>Poison Trap by<br>30%."""
item_TrapPoizonCustom_5#1,"""Boosts the effect of<br>Poison Trap by<br>35%."""
item_TrapUpperCustom_1#1,"""Boosts the effect of<br>Upper Trap by<br>20%."""
item_TrapUpperCustom_2#1,"""Boosts the effect of<br>Upper Trap by<br>23%."""
item_TrapUpperCustom_3#1,"""Boosts the effect of<br>Upper Trap by<br>26%."""
item_TrapUpperCustom_4#1,"""Boosts the effect of<br>Upper Trap by<br>30%."""
item_TrapUpperCustom_5#1,"""Boosts the effect of<br>Upper Trap by<br>35%."""
item_GunnerZeroRangeBonus1_1#1,"""Increases point-blank<br>ranged damage by<br>12%."""
item_GunnerZeroRangeBonus1_2#1,"""Increases point-blank<br>ranged damage by<br>14%."""
item_GunnerZeroRangeBonus1_3#1,"""Increases point-blank<br>ranged damage by<br>16%."""
item_GunnerZeroRangeBonus1_4#1,"""Increases point-blank<br>ranged damage by<br>18%."""
item_GunnerZeroRangeBonus1_5#1,"""Increases point-blank<br>ranged damage by<br>20%."""
item_GunnerAttackPPRestraint_1#1,"""PP recovery rate<br>boosted by 10%<br>during attacks."""
item_GunnerAttackPPRestraint_2#1,"""PP recovery rate<br>boosted by 20%<br>during attacks."""
item_GunnerAttackPPRestraint_3#1,"""PP recovery rate<br>boosted by 30%<br>during attacks."""
item_GunnerAttackPPRestraint_4#1,"""PP recovery rate<br>boosted by 40%<br>during attacks."""
item_GunnerAttackPPRestraint_5#1,"""PP recovery rate<br>boosted by 50%<br>during attacks."""
item_ChainFinish_1#1,"""Boosts effect of Chain<br>Finish by 12%."""
item_ChainFinish_2#1,"""Boosts effect of Chain<br>Finish by 15%."""
item_ChainFinish_3#1,"""Boosts effect of Chain<br>Finish by 20%."""
item_ChainFinish_4#1,"""Boosts effect of Chain<br>Finish by 23%."""
item_ChainFinish_5#1,"""Boosts effect of Chain<br>Finish by 30%."""
item_AerialAdvance1_1#1,"""Boosts damage against<br>airborne foes by 16%."""
item_AerialAdvance1_2#1,"""Boosts damage against<br>airborne foes by 18%."""
item_AerialAdvance1_3#1,"""Boosts damage against<br>airborne foes by 20%."""
item_AerialAdvance1_4#1,"""Boosts damage against<br>airborne foes by 22%."""
item_AerialAdvance1_5#1,"""Boosts damage against<br>airborne foes by 26%."""
item_AerialAdvance2_1#1,"""Boosts damage against<br>airborne foes by 6%."""
item_AerialAdvance2_2#1,"""Boosts damage against<br>airborne foes by 8%."""
item_AerialAdvance2_3#1,"""Boosts damage against<br>airborne foes by 10%."""
item_AerialAdvance2_4#1,"""Boosts damage against<br>airborne foes by 12%."""
item_AerialAdvance2_5#1,"""Boosts damage against<br>airborne foes by 14%."""
item_AutoMateDeadline_1#1,"""Adds a chance of<br>automatically using a<br>-mate item when HP<br>drops below 25%."""
item_AutoMateDeadline_2#1,"""Adds a chance of<br>automatically using a<br>-mate item when HP<br>drops below 25%."""
item_AutoMateDeadline_3#1,"""Adds a chance of<br>automatically using a<br>-mate item when HP<br>drops below 25%."""
item_AutoMateDeadline_4#1,"""Adds a chance of<br>automatically using a<br>-mate item when HP<br>drops below 25%."""
item_AutoMateDeadline_5#1,"""Adds a chance of<br>automatically using a<br>-mate item when HP<br>drops below 25%."""
item_TechChargeBonus_1#1,"""Boosts damage of charged<br>techniques by 5%."""
item_TechChargeBonus_2#1,"""Boosts damage of charged<br>techniques by 7%."""
item_TechChargeBonus_3#1,"""Boosts damage of charged<br>techniques by 10%."""
item_TechChargeBonus_4#1,"""Boosts damage of charged<br>techniques by 10%."""
item_TechChargeBonus_5#1,"""Boosts damage of charged<br>techniques by 10%."""
item_TechChargeBonus2_1#1,"""Boosts damage of charged<br>techniques by 6%."""
item_TechChargeBonus2_2#1,"""Boosts damage of charged<br>techniques by 7%."""
item_TechChargeBonus2_3#1,"""Boosts damage of charged<br>techniques by 8%."""
item_TechChargeBonus2_4#1,"""Boosts damage of charged<br>techniques by 9%."""
item_TechChargeBonus2_5#1,"""Boosts damage of charged<br>techniques by 10%."""
item_PhotonFlareBoost1_1#1,"""Boosts the effects of<br>Photon Flare."""
item_PhotonFlareBoost1_2#1,"""Boosts the effects of<br>Photon Flare."""
item_PhotonFlareBoost1_3#1,"""Boosts the effects of<br>Photon Flare."""
item_PhotonFlareBoost1_4#1,"""Boosts the effects of<br>Photon Flare."""
item_PhotonFlareBoost1_5#1,"""Boosts the effects of<br>Photon Flare."""
item_PhotonFlareBoost2_1#1,"""Boosts the effect of<br>Photon Flare by 200."""
item_PhotonFlareBoost2_2#1,"""Boosts the effect of<br>Photon Flare by 220."""
item_PhotonFlareBoost2_3#1,"""Boosts the effect of<br>Photon Flare by 250."""
item_PhotonFlareBoost2_4#1,"""Boosts the effect of<br>Photon Flare by 270."""
item_PhotonFlareBoost2_5#1,"""Boosts the effect of<br>Photon Flare by 300."""
item_TechNonChargeBonus_1#1,"""Boosts damage of uncharged<br>techniques by 50%."""
item_TechNonChargeBonus_2#1,"""Boosts damage of uncharged<br>techniques by 60%."""
item_TechNonChargeBonus_3#1,"""Boosts damage of uncharged<br>techniques by 70%."""
item_TechNonChargeBonus_4#1,"""Boosts damage of uncharged<br>techniques by 80%."""
item_TechNonChargeBonus_5#1,"""Boosts damage of uncharged<br>techniques by 90%."""
item_TechJustAttackBonus_1#1,"""Boosts the effect of<br>technique just attacks<br>by 3%."""
item_TechJustAttackBonus_2#1,"""Boosts the effect of<br>technique just attacks<br>by 4%."""
item_TechJustAttackBonus_3#1,"""Boosts the effect of<br>technique just attacks<br>by 5%."""
item_TechJustAttackBonus_4#1,"""Boosts the effect of<br>technique just attacks<br>by 7%."""
item_TechJustAttackBonus_5#1,"""Boosts the effect of<br>technique just attacks<br>by 10%."""
item_MasteryFire1_1#1,"""Boosts damage of Fire<br>techniques by 12%."""
item_MasteryFire1_2#1,"""Boosts damage of Fire<br>techniques by 14%."""
item_MasteryFire1_3#1,"""Boosts damage of Fire<br>techniques by 16%."""
item_MasteryFire1_4#1,"""Boosts damage of Fire<br>techniques by 18%."""
item_MasteryFire1_5#1,"""Boosts damage of Fire<br>techniques by 20%."""
item_MasteryFire2_1#1,"""Boosts damage of Fire<br>techniques by 12%."""
item_MasteryFire2_2#1,"""Boosts damage of Fire<br>techniques by 16%."""
item_MasteryFire2_3#1,"""Boosts damage of Fire<br>techniques by 20%."""
item_MasteryFire2_4#1,"""Boosts damage of Fire<br>techniques by 24%."""
item_MasteryFire2_5#1,"""Boosts damage of Fire<br>techniques by 28%."""
item_FireTechnicShortCharge_1#1,"""Weduces the chawge time fow Fiwe techniques."""
item_FireTechnicShortCharge_2#1,"""Weduces the chawge time fow Fiwe techniques."""
item_FireTechnicShortCharge_3#1,"""Weduces the chawge time fow Fiwe techniques."""
item_FireTechnicShortCharge_4#1,"""Weduces the chawge time fow Fiwe techniques."""
item_FireTechnicShortCharge_5#1,"""Weduces the chawge time fow Fiwe techniques."""
item_IceTechnicShortCharge_1#1,"""Weduces the chawge time fow Ice techniques."""
item_IceTechnicShortCharge_2#1,"""Weduces the chawge time fow Ice techniques."""
item_IceTechnicShortCharge_3#1,"""Weduces the chawge time fow Ice techniques."""
item_IceTechnicShortCharge_4#1,"""Weduces the chawge time fow Ice techniques."""
item_IceTechnicShortCharge_5#1,"""Weduces the chawge time fow Ice techniques."""
item_ThunderTechnicShortCharge_1#1,"""Weduces the chawge time fow Wightning techniques."""
item_ThunderTechnicShortCharge_2#1,"""Weduces the chawge time fow Wightning techniques."""
item_ThunderTechnicShortCharge_3#1,"""Weduces the chawge time fow Wightning techniques."""
item_ThunderTechnicShortCharge_4#1,"""Weduces the chawge time fow Wightning techniques."""
item_ThunderTechnicShortCharge_5#1,"""Weduces the chawge time fow Wightning techniques."""
item_WindTechnicShortCharge_1#1,"""Weduces the chawge time fow Wind techniques."""
item_WindTechnicShortCharge_2#1,"""Weduces the chawge time fow Wind techniques."""
item_WindTechnicShortCharge_3#1,"""Weduces the chawge time fow Wind techniques."""
item_WindTechnicShortCharge_4#1,"""Weduces the chawge time fow Wind techniques."""
item_WindTechnicShortCharge_5#1,"""Weduces the chawge time fow Wind techniques."""
item_LightTechnicShortCharge_1#1,"""Weduces the chawge time fow Wight techniques."""
item_LightTechnicShortCharge_2#1,"""Weduces the chawge time fow Wight techniques."""
item_LightTechnicShortCharge_3#1,"""Weduces the chawge time fow Wight techniques."""
item_LightTechnicShortCharge_4#1,"""Weduces the chawge time fow Wight techniques."""
item_LightTechnicShortCharge_5#1,"""Weduces the chawge time fow Wight techniques."""
item_DarkTechnicShortCharge_1#1,"""Weduces the chawge time fow Dawk techniques, except Namegid."""
item_DarkTechnicShortCharge_2#1,"""Weduces the chawge time fow Dawk techniques, except Namegid."""
item_DarkTechnicShortCharge_3#1,"""Weduces the chawge time fow Dawk techniques, except Namegid."""
item_DarkTechnicShortCharge_4#1,"""Weduces the chawge time fow Dawk techniques, except Namegid."""
item_DarkTechnicShortCharge_5#1,"""Weduces the chawge time fow Dawk techniques, except Namegid."""
item_MasteryIce1_1#1,"""Boosts damage of Ice<br>techniques by 12%."""
item_MasteryIce1_2#1,"""Boosts damage of Ice<br>techniques by 14%."""
item_MasteryIce1_3#1,"""Boosts damage of Ice<br>techniques by 16%."""
item_MasteryIce1_4#1,"""Boosts damage of Ice<br>techniques by 18%."""
item_MasteryIce1_5#1,"""Boosts damage of Ice<br>techniques by 20%."""
item_MasteryIce2_1#1,"""Boosts damage of Ice<br>techniques by 12%."""
item_MasteryIce2_2#1,"""Boosts damage of Ice<br>techniques by 16%."""
item_MasteryIce2_3#1,"""Boosts damage of Ice<br>techniques by 20%."""
item_MasteryIce2_4#1,"""Boosts damage of Ice<br>techniques by 24%."""
item_MasteryIce2_5#1,"""Boosts damage of Ice<br>techniques by 28%."""
item_MasteryIce3_1#1,"""Boosts damage of Ice<br>techniques by 12%."""
item_MasteryIce3_2#1,"""Boosts damage of Ice<br>techniques by 16%."""
item_MasteryIce3_3#1,"""Boosts damage of Ice<br>techniques by 20%."""
item_MasteryIce3_4#1,"""Boosts damage of Ice<br>techniques by 24%."""
item_MasteryIce3_5#1,"""Boosts damage of Ice<br>techniques by 28%."""
item_FreezeBoost_1#1,"""Boosts technique<br>freeze rate by 6%."""
item_FreezeBoost_2#1,"""Boosts technique<br>freeze rate by 7%."""
item_FreezeBoost_3#1,"""Boosts technique<br>freeze rate by 8%."""
item_FreezeBoost_4#1,"""Boosts technique<br>freeze rate by 9%."""
item_FreezeBoost_5#1,"""Boosts technique<br>freeze rate by 10%."""
item_MasteryLightning1_1#1,"""Boosts damage of Lightning<br>techniques by 12%."""
item_MasteryLightning1_2#1,"""Boosts damage of Lightning<br>techniques by 14%."""
item_MasteryLightning1_3#1,"""Boosts damage of Lightning<br>techniques by 16%."""
item_MasteryLightning1_4#1,"""Boosts damage of Lightning<br>techniques by 18%."""
item_MasteryLightning1_5#1,"""Boosts damage of Lightning<br>techniques by 20%."""
item_MasteryLightning2_1#1,"""Boosts damage of Lightning<br>techniques by 12%."""
item_MasteryLightning2_2#1,"""Boosts damage of Lightning<br>techniques by 16%."""
item_MasteryLightning2_3#1,"""Boosts damage of Lightning<br>techniques by 20%."""
item_MasteryLightning2_4#1,"""Boosts damage of Lightning<br>techniques by 24%."""
item_MasteryLightning2_5#1,"""Boosts damage of Lightning<br>techniques by 28%."""
item_ShockBoost_1#1,"""Boosts technique<br>shock rate by 6%."""
item_ShockBoost_2#1,"""Boosts technique<br>shock rate by 7%."""
item_ShockBoost_3#1,"""Boosts technique<br>shock rate by 8%."""
item_ShockBoost_4#1,"""Boosts technique<br>shock rate by 9%."""
item_ShockBoost_5#1,"""Boosts technique<br>shock rate by 10%."""
item_ElementalWeakPoint_1#1,"""Boosts damage by 10%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint_2#1,"""Boosts damage by 12%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint_3#1,"""Boosts damage by 14%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint_4#1,"""Boosts damage by 16%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint_5#1,"""Boosts damage by 20%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint2_1#1,"""Boosts damage by 6%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint2_2#1,"""Boosts damage by 7%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint2_3#1,"""Boosts damage by 8%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint2_4#1,"""Boosts damage by 9%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint2_5#1,"""Boosts damage by 10%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint3_1#1,"""Boosts damage by 5%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint3_2#1,"""Boosts damage by 7%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint3_3#1,"""Boosts damage by 10%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint3_4#1,"""Boosts damage by 14%<br>when you attack an<br>elemental weak point."""
item_ElementalWeakPoint3_5#1,"""Boosts damage by 19%<br>when you attack an<br>elemental weak point."""
item_PPRestraint_1#1,"""Boosts PP recovery<br>speed by 10%."""
item_PPRestraint_2#1,"""Boosts PP recovery<br>speed by 13%."""
item_PPRestraint_3#1,"""Boosts PP recovery<br>speed by 16%."""
item_PPRestraint_4#1,"""Boosts PP recovery<br>speed by 19%."""
item_PPRestraint_5#1,"""Boosts PP recovery<br>speed by 21%."""
item_MasteryLight1_1#1,"""Boosts damage of Light<br>techniques by 12%."""
item_MasteryLight1_2#1,"""Boosts damage of Light<br>techniques by 14%."""
item_MasteryLight1_3#1,"""Boosts damage of Light<br>techniques by 16%."""
item_MasteryLight1_4#1,"""Boosts damage of Light<br>techniques by 18%."""
item_MasteryLight1_5#1,"""Boosts damage of Light<br>techniques by 20%."""
item_MasteryLight2_1#1,"""Boosts damage of Light<br>techniques by 12%."""
item_MasteryLight2_2#1,"""Boosts damage of Light<br>techniques by 16%."""
item_MasteryLight2_3#1,"""Boosts damage of Light<br>techniques by 20%."""
item_MasteryLight2_4#1,"""Boosts damage of Light<br>techniques by 24%."""
item_MasteryLight2_5#1,"""Boosts damage of Light<br>techniques by 28%."""
item_RestaAdvance_1#1,"""Boosts the<br>effect of Resta."""
item_RestaAdvance_2#1,"""Boosts the<br>effect of Resta."""
item_RestaAdvance_3#1,"""Boosts the<br>effect of Resta."""
item_RestaAdvance_4#1,"""Boosts the<br>effect of Resta."""
item_RestaAdvance_5#1,"""Boosts the<br>effect of Resta."""
item_MasteryDark1_1#1,"""Boosts damage of Dark<br>techniques by 12%."""
item_MasteryDark1_2#1,"""Boosts damage of Dark<br>techniques by 14%."""
item_MasteryDark1_3#1,"""Boosts damage of Dark<br>techniques by 16%."""
item_MasteryDark1_4#1,"""Boosts damage of Dark<br>techniques by 18%."""
item_MasteryDark1_5#1,"""Boosts damage of Dark<br>techniques by 20%."""
item_MasteryDark2_1#1,"""Boosts damage of Dark<br>techniques by 12%."""
item_MasteryDark2_2#1,"""Boosts damage of Dark<br>techniques by 16%."""
item_MasteryDark2_3#1,"""Boosts damage of Dark<br>techniques by 20%."""
item_MasteryDark2_4#1,"""Boosts damage of Dark<br>techniques by 20%."""
item_MasteryDark2_5#1,"""Boosts damage of Dark<br>techniques by 20%."""
item_MasteryWind1_1#1,"""Boosts damage of Wind<br>techniques by 12%."""
item_MasteryWind1_2#1,"""Boosts damage of Wind<br>techniques by 14%."""
item_MasteryWind1_3#1,"""Boosts damage of Wind<br>techniques by 16%."""
item_MasteryWind1_4#1,"""Boosts damage of Wind<br>techniques by 18%."""
item_MasteryWind1_5#1,"""Boosts damage of Wind<br>techniques by 20%."""
item_MasteryWind2_1#1,"""Boosts damage of Wind<br>techniques by 12%."""
item_MasteryWind2_2#1,"""Boosts damage of Wind<br>techniques by 16%."""
item_MasteryWind2_3#1,"""Boosts damage of Wind<br>techniques by 20%."""
item_MasteryWind2_4#1,"""Boosts damage of Wind<br>techniques by 24%."""
item_MasteryWind2_5#1,"""Boosts damage of Wind<br>techniques by 28%."""
item_MasteryWind3_1#1,"""Boosts damage of Wind<br>techniques by 12%."""
item_MasteryWind3_2#1,"""Boosts damage of Wind<br>techniques by 16%."""
item_MasteryWind3_3#1,"""Boosts damage of Wind<br>techniques by 20%."""
item_MasteryWind3_4#1,"""Boosts damage of Wind<br>techniques by 24%."""
item_MasteryWind3_5#1,"""Boosts damage of Wind<br>techniques by 28%."""
item_BreakStanceUp_1#1,"""Boosts the effects of<br>Break Stance."""
item_BreakStanceUp_2#1,"""Boosts the effects of<br>Break Stance."""
item_BreakStanceUp_3#1,"""Boosts the effects of<br>Break Stance."""
item_BreakStanceUp_4#1,"""Boosts the effects of<br>Break Stance."""
item_BreakStanceUp_5#1,"""Boosts the effects of<br>Break Stance."""
item_BreakStanceUp2_1#1,"""Greatly boosts the effect of<br>Break Stance."""
item_BreakStanceUp2_2#1,"""Greatly boosts the effect of<br>Break Stance."""
item_BreakStanceUp2_3#1,"""Greatly boosts the effect of<br>Break Stance."""
item_BreakStanceUp2_4#1,"""Greatly boosts the effect of<br>Break Stance."""
item_BreakStanceUp2_5#1,"""Greatly boosts the effect of<br>Break Stance."""
item_ElementalStanceUp_1#1,"""Boosts the effects of<br>Element Stance."""
item_ElementalStanceUp_2#1,"""Boosts the effects of<br>Element Stance."""
item_ElementalStanceUp_3#1,"""Boosts the effects of<br>Element Stance."""
item_ElementalStanceUp_4#1,"""Boosts the effects of<br>Element Stance."""
item_ElementalStanceUp_5#1,"""Boosts the effects of<br>Element Stance."""
item_ElementalStanceUp2_1#1,"""Greatly increases effect<br>of Element Stance."""
item_ElementalStanceUp2_2#1,"""Greatly increases effect<br>of Element Stance."""
item_ElementalStanceUp2_3#1,"""Greatly increases effect<br>of Element Stance."""
item_ElementalStanceUp2_4#1,"""Greatly increases effect<br>of Element Stance."""
item_ElementalStanceUp2_5#1,"""Greatly increases effect<br>of Element Stance."""
item_ElementalStanceUp3_1#1,"""Greatly increases effect<br>of Element Stance."""
item_ElementalStanceUp3_2#1,"""Greatly increases effect<br>of Element Stance."""
item_ElementalStanceUp3_3#1,"""Greatly increases effect<br>of Element Stance."""
item_ElementalStanceUp3_4#1,"""Greatly increases effect<br>of Element Stance."""
item_ElementalStanceUp3_5#1,"""Greatly increases effect<br>of Element Stance."""
